courier_id,order_id,action,time
174,42,accept_order,24/08/22 19:25
174,42,deliver_order,24/08/22 19:43
173,43,accept_order,24/08/22 19:29
173,43,deliver_order,24/08/22 19:45
122,44,accept_order,24/08/22 19:35
122,44,deliver_order,24/08/22 19:55
10,45,accept_order,24/08/22 19:35
10,45,deliver_order,24/08/22 19:53
98,46,accept_order,24/08/22 19:37
98,46,deliver_order,24/08/22 19:57
111,47,accept_order,24/08/22 19:44
111,47,deliver_order,24/08/22 20:04
70,48,accept_order,24/08/22 19:50
70,48,deliver_order,24/08/22 20:15
67,49,accept_order,24/08/22 19:56
67,49,deliver_order,24/08/22 20:16
5,50,accept_order,24/08/22 20:04
5,50,deliver_order,24/08/22 20:32
48,51,accept_order,24/08/22 20:06
48,51,deliver_order,24/08/22 20:28
27,52,accept_order,24/08/22 20:08
45,53,accept_order,24/08/22 20:08
45,53,deliver_order,24/08/22 20:30
33,54,accept_order,24/08/22 20:08
33,54,deliver_order,24/08/22 20:28
63,55,accept_order,24/08/22 20:14
63,55,deliver_order,24/08/22 20:29
106,56,accept_order,24/08/22 20:16
106,56,deliver_order,24/08/22 20:40
138,57,accept_order,24/08/22 20:23
138,57,deliver_order,24/08/22 20:43
20,58,accept_order,24/08/22 20:25
20,58,deliver_order,24/08/22 20:49
22,59,accept_order,24/08/22 20:27
22,59,deliver_order,24/08/22 20:47
173,60,accept_order,24/08/22 20:30
173,60,deliver_order,24/08/22 20:48
118,61,accept_order,24/08/22 20:30
118,61,deliver_order,24/08/22 20:50
121,62,accept_order,24/08/22 20:32
121,62,deliver_order,24/08/22 20:51
112,63,accept_order,24/08/22 20:34
112,63,deliver_order,24/08/22 20:53
165,64,accept_order,24/08/22 20:34
49,65,accept_order,24/08/22 20:41
49,65,deliver_order,24/08/22 21:01
2,66,accept_order,24/08/22 20:47
2,66,deliver_order,24/08/22 21:04
174,67,accept_order,24/08/22 20:55
174,67,deliver_order,24/08/22 21:14
186,68,accept_order,24/08/22 20:58
186,68,deliver_order,24/08/22 21:17
156,69,accept_order,24/08/22 20:58
156,69,deliver_order,24/08/22 21:17
37,70,accept_order,24/08/22 20:59
37,70,deliver_order,24/08/22 21:21
108,71,accept_order,24/08/22 21:00
108,71,deliver_order,24/08/22 21:23
111,72,accept_order,24/08/22 21:01
111,72,deliver_order,24/08/22 21:22
17,73,accept_order,24/08/22 21:06
17,73,deliver_order,24/08/22 21:26
26,74,accept_order,24/08/22 21:07
26,74,deliver_order,24/08/22 21:21
179,75,accept_order,24/08/22 21:09
179,75,deliver_order,24/08/22 21:30
40,76,accept_order,24/08/22 21:11
40,76,deliver_order,24/08/22 21:33
153,77,accept_order,24/08/22 21:15
153,77,deliver_order,24/08/22 21:37
152,78,accept_order,24/08/22 21:16
152,78,deliver_order,24/08/22 21:36
91,79,accept_order,24/08/22 21:17
186,80,accept_order,24/08/22 21:25
186,80,deliver_order,24/08/22 21:40
191,81,accept_order,24/08/22 21:26
191,81,deliver_order,24/08/22 21:51
182,82,accept_order,24/08/22 21:26
182,82,deliver_order,24/08/22 21:40
169,83,accept_order,24/08/22 21:28
169,83,deliver_order,24/08/22 21:43
149,84,accept_order,24/08/22 21:29
149,84,deliver_order,24/08/22 21:49
29,85,accept_order,24/08/22 21:30
29,85,deliver_order,24/08/22 21:47
110,86,accept_order,24/08/22 21:33
110,86,deliver_order,24/08/22 21:55
164,87,accept_order,24/08/22 21:36
164,87,deliver_order,24/08/22 21:54
138,88,accept_order,24/08/22 21:36
138,88,deliver_order,24/08/22 21:55
142,89,accept_order,24/08/22 21:36
142,89,deliver_order,24/08/22 21:57
153,90,accept_order,24/08/22 21:48
145,91,accept_order,24/08/22 21:48
145,91,deliver_order,24/08/22 22:03
111,92,accept_order,24/08/22 21:50
111,92,deliver_order,24/08/22 22:10
21,93,accept_order,24/08/22 21:51
21,93,deliver_order,24/08/22 22:16
35,94,accept_order,24/08/22 21:51
35,94,deliver_order,24/08/22 22:09
171,95,accept_order,24/08/22 21:51
171,95,deliver_order,24/08/22 22:11
88,96,accept_order,24/08/22 21:52
88,96,deliver_order,24/08/22 22:11
132,97,accept_order,24/08/22 21:52
132,97,deliver_order,24/08/22 22:15
1,98,accept_order,24/08/22 21:53
1,98,deliver_order,24/08/22 22:13
77,99,accept_order,24/08/22 21:54
77,99,deliver_order,24/08/22 22:09
115,100,accept_order,24/08/22 21:55
115,100,deliver_order,24/08/22 22:12
138,101,accept_order,24/08/22 21:57
138,101,deliver_order,24/08/22 22:18
54,102,accept_order,24/08/22 22:00
54,102,deliver_order,24/08/22 22:20
144,103,accept_order,24/08/22 22:00
144,103,deliver_order,24/08/22 22:19
100,104,accept_order,24/08/22 22:01
100,104,deliver_order,24/08/22 22:22
150,105,accept_order,24/08/22 22:03
150,105,deliver_order,24/08/22 22:20
32,106,accept_order,24/08/22 22:03
32,106,deliver_order,24/08/22 22:25
90,107,accept_order,24/08/22 22:04
90,107,deliver_order,24/08/22 22:24
164,108,accept_order,24/08/22 22:05
164,108,deliver_order,24/08/22 22:18
61,109,accept_order,24/08/22 22:09
61,109,deliver_order,24/08/22 22:33
99,110,accept_order,24/08/22 22:12
99,110,deliver_order,24/08/22 22:38
154,111,accept_order,24/08/22 22:18
154,111,deliver_order,24/08/22 22:38
27,112,accept_order,24/08/22 22:30
27,112,deliver_order,24/08/22 22:54
71,113,accept_order,24/08/22 22:31
71,113,deliver_order,24/08/22 22:50
28,114,accept_order,24/08/22 22:32
28,114,deliver_order,24/08/22 22:50
97,115,accept_order,24/08/22 22:36
97,115,deliver_order,24/08/22 22:55
142,116,accept_order,24/08/22 22:37
142,116,deliver_order,24/08/22 22:58
58,117,accept_order,24/08/22 22:43
58,117,deliver_order,24/08/22 23:00
68,118,accept_order,24/08/22 22:52
68,118,deliver_order,24/08/22 23:13
85,119,accept_order,24/08/22 22:53
85,119,deliver_order,24/08/22 23:14
106,120,accept_order,24/08/22 22:53
106,120,deliver_order,24/08/22 23:11
79,121,accept_order,24/08/22 22:54
79,121,deliver_order,24/08/22 23:14
24,122,accept_order,24/08/22 22:57
24,122,deliver_order,24/08/22 23:14
83,123,accept_order,24/08/22 22:59
83,123,deliver_order,24/08/22 23:25
29,124,accept_order,24/08/22 23:02
29,124,deliver_order,24/08/22 23:18
80,125,accept_order,24/08/22 23:07
80,125,deliver_order,24/08/22 23:28
110,126,accept_order,24/08/22 23:11
110,126,deliver_order,24/08/22 23:30
182,127,accept_order,24/08/22 23:12
182,127,deliver_order,24/08/22 23:33
5,128,accept_order,24/08/22 23:15
5,128,deliver_order,24/08/22 23:34
181,129,accept_order,24/08/22 23:15
181,129,deliver_order,24/08/22 23:39
113,130,accept_order,24/08/22 23:17
113,130,deliver_order,24/08/22 23:39
102,131,accept_order,24/08/22 23:18
102,131,deliver_order,24/08/22 23:34
189,132,accept_order,24/08/22 23:19
189,132,deliver_order,24/08/22 23:40
43,133,accept_order,24/08/22 23:21
43,133,deliver_order,24/08/22 23:36
174,134,accept_order,24/08/22 23:26
174,134,deliver_order,24/08/22 23:46
2,135,accept_order,24/08/22 23:31
2,135,deliver_order,24/08/22 23:49
159,136,accept_order,24/08/22 23:33
159,136,deliver_order,24/08/22 23:52
32,137,accept_order,24/08/22 23:33
32,137,deliver_order,24/08/22 23:49
3,138,accept_order,24/08/22 23:39
3,138,deliver_order,24/08/22 23:56
70,139,accept_order,24/08/22 23:39
70,139,deliver_order,25/08/22 00:01
155,140,accept_order,24/08/22 23:40
155,140,deliver_order,24/08/22 23:57
46,141,accept_order,24/08/22 23:43
46,141,deliver_order,25/08/22 00:08
161,142,accept_order,24/08/22 23:45
161,142,deliver_order,25/08/22 00:06
186,143,accept_order,24/08/22 23:46
85,144,accept_order,24/08/22 23:49
85,144,deliver_order,25/08/22 00:06
184,145,accept_order,24/08/22 23:55
184,145,deliver_order,25/08/22 00:19
79,146,accept_order,24/08/22 23:58
79,146,deliver_order,25/08/22 00:21
62,147,accept_order,25/08/22 00:01
62,147,deliver_order,25/08/22 00:21
325,148,accept_order,25/08/22 00:02
325,148,deliver_order,25/08/22 00:20
258,149,accept_order,25/08/22 00:04
258,149,deliver_order,25/08/22 00:26
247,150,accept_order,25/08/22 00:07
247,150,deliver_order,25/08/22 00:30
290,151,accept_order,25/08/22 00:07
290,151,deliver_order,25/08/22 00:28
125,152,accept_order,25/08/22 00:08
125,152,deliver_order,25/08/22 00:28
245,153,accept_order,25/08/22 00:09
245,153,deliver_order,25/08/22 00:27
198,154,accept_order,25/08/22 00:12
198,154,deliver_order,25/08/22 00:28
101,155,accept_order,25/08/22 00:14
101,155,deliver_order,25/08/22 00:33
158,156,accept_order,25/08/22 00:15
286,157,accept_order,25/08/22 00:15
286,157,deliver_order,25/08/22 00:34
279,158,accept_order,25/08/22 00:16
279,158,deliver_order,25/08/22 00:36
166,159,accept_order,25/08/22 00:17
166,159,deliver_order,25/08/22 00:37
117,160,accept_order,25/08/22 00:18
117,160,deliver_order,25/08/22 00:39
386,161,accept_order,25/08/22 00:22
386,161,deliver_order,25/08/22 00:41
77,162,accept_order,25/08/22 00:24
77,162,deliver_order,25/08/22 00:47
148,163,accept_order,25/08/22 00:24
148,163,deliver_order,25/08/22 00:44
289,164,accept_order,25/08/22 00:25
289,164,deliver_order,25/08/22 00:39
300,165,accept_order,25/08/22 00:25
300,165,deliver_order,25/08/22 00:43
65,166,accept_order,25/08/22 00:25
65,166,deliver_order,25/08/22 00:47
100,167,accept_order,25/08/22 00:25
100,167,deliver_order,25/08/22 00:46
49,168,accept_order,25/08/22 00:26
49,168,deliver_order,25/08/22 00:50
88,169,accept_order,25/08/22 00:26
88,169,deliver_order,25/08/22 00:43
352,170,accept_order,25/08/22 00:26
352,170,deliver_order,25/08/22 00:47
248,171,accept_order,25/08/22 00:26
248,171,deliver_order,25/08/22 00:42
86,172,accept_order,25/08/22 00:27
86,172,deliver_order,25/08/22 00:49
240,173,accept_order,25/08/22 00:28
240,173,deliver_order,25/08/22 00:45
368,174,accept_order,25/08/22 00:29
368,174,deliver_order,25/08/22 00:49
247,175,accept_order,25/08/22 00:31
247,175,deliver_order,25/08/22 00:48
107,176,accept_order,25/08/22 00:32
107,176,deliver_order,25/08/22 00:47
165,177,accept_order,25/08/22 00:32
165,177,deliver_order,25/08/22 00:52
302,178,accept_order,25/08/22 00:35
302,178,deliver_order,25/08/22 00:57
343,179,accept_order,25/08/22 00:36
343,179,deliver_order,25/08/22 00:57
310,180,accept_order,25/08/22 00:38
310,180,deliver_order,25/08/22 01:01
334,181,accept_order,25/08/22 00:41
334,181,deliver_order,25/08/22 00:59
64,182,accept_order,25/08/22 00:42
64,182,deliver_order,25/08/22 01:03
296,183,accept_order,25/08/22 00:45
162,184,accept_order,25/08/22 00:45
162,184,deliver_order,25/08/22 01:02
125,185,accept_order,25/08/22 00:46
125,185,deliver_order,25/08/22 01:10
282,186,accept_order,25/08/22 00:48
282,186,deliver_order,25/08/22 01:12
325,187,accept_order,25/08/22 00:48
325,187,deliver_order,25/08/22 01:05
276,188,accept_order,25/08/22 00:49
276,188,deliver_order,25/08/22 01:05
54,189,accept_order,25/08/22 00:51
54,189,deliver_order,25/08/22 01:13
45,190,accept_order,25/08/22 00:53
114,191,accept_order,25/08/22 00:54
114,191,deliver_order,25/08/22 01:16
332,192,accept_order,25/08/22 00:54
332,192,deliver_order,25/08/22 01:15
303,193,accept_order,25/08/22 00:55
303,193,deliver_order,25/08/22 01:15
1,194,accept_order,25/08/22 00:57
1,194,deliver_order,25/08/22 01:15
203,195,accept_order,25/08/22 00:57
203,195,deliver_order,25/08/22 01:20
50,196,accept_order,25/08/22 01:01
50,196,deliver_order,25/08/22 01:21
10,197,accept_order,25/08/22 01:01
10,197,deliver_order,25/08/22 01:20
56,198,accept_order,25/08/22 01:05
56,198,deliver_order,25/08/22 01:22
310,199,accept_order,25/08/22 01:08
310,199,deliver_order,25/08/22 01:27
224,200,accept_order,25/08/22 01:09
224,200,deliver_order,25/08/22 01:30
122,201,accept_order,25/08/22 01:09
122,201,deliver_order,25/08/22 01:29
184,202,accept_order,25/08/22 01:11
184,202,deliver_order,25/08/22 01:31
353,203,accept_order,25/08/22 01:13
353,203,deliver_order,25/08/22 01:30
46,204,accept_order,25/08/22 01:14
46,204,deliver_order,25/08/22 01:34
45,205,accept_order,25/08/22 01:17
45,205,deliver_order,25/08/22 01:39
104,206,accept_order,25/08/22 01:18
104,206,deliver_order,25/08/22 01:30
352,207,accept_order,25/08/22 01:18
352,207,deliver_order,25/08/22 01:40
106,208,accept_order,25/08/22 01:20
106,208,deliver_order,25/08/22 01:43
190,209,accept_order,25/08/22 01:22
190,209,deliver_order,25/08/22 01:37
18,210,accept_order,25/08/22 01:24
18,210,deliver_order,25/08/22 01:43
148,211,accept_order,25/08/22 01:24
148,211,deliver_order,25/08/22 01:46
354,212,accept_order,25/08/22 01:25
354,212,deliver_order,25/08/22 01:41
214,213,accept_order,25/08/22 01:26
214,213,deliver_order,25/08/22 01:45
115,214,accept_order,25/08/22 01:27
115,214,deliver_order,25/08/22 01:41
382,215,accept_order,25/08/22 01:28
382,215,deliver_order,25/08/22 01:44
30,216,accept_order,25/08/22 01:32
30,216,deliver_order,25/08/22 01:53
224,217,accept_order,25/08/22 01:33
224,217,deliver_order,25/08/22 01:55
256,218,accept_order,25/08/22 01:34
256,218,deliver_order,25/08/22 01:57
179,219,accept_order,25/08/22 01:40
179,219,deliver_order,25/08/22 02:02
76,220,accept_order,25/08/22 01:41
76,220,deliver_order,25/08/22 02:02
292,221,accept_order,25/08/22 01:43
292,221,deliver_order,25/08/22 02:01
40,222,accept_order,25/08/22 01:44
40,222,deliver_order,25/08/22 02:01
229,223,accept_order,25/08/22 01:45
229,223,deliver_order,25/08/22 02:03
252,224,accept_order,25/08/22 01:47
252,224,deliver_order,25/08/22 02:05
61,225,accept_order,25/08/22 01:47
61,225,deliver_order,25/08/22 02:05
166,226,accept_order,25/08/22 01:50
166,226,deliver_order,25/08/22 02:09
231,227,accept_order,25/08/22 01:50
231,227,deliver_order,25/08/22 02:15
149,228,accept_order,25/08/22 01:51
149,228,deliver_order,25/08/22 02:10
377,229,accept_order,25/08/22 01:52
377,229,deliver_order,25/08/22 02:12
171,230,accept_order,25/08/22 01:53
171,230,deliver_order,25/08/22 02:10
321,231,accept_order,25/08/22 01:54
321,231,deliver_order,25/08/22 02:13
218,232,accept_order,25/08/22 01:54
218,232,deliver_order,25/08/22 02:10
1,233,accept_order,25/08/22 01:55
1,233,deliver_order,25/08/22 02:16
5,234,accept_order,25/08/22 01:55
5,234,deliver_order,25/08/22 02:14
323,235,accept_order,25/08/22 01:56
323,235,deliver_order,25/08/22 02:22
301,236,accept_order,25/08/22 01:59
301,236,deliver_order,25/08/22 02:24
140,237,accept_order,25/08/22 02:00
140,237,deliver_order,25/08/22 02:14
364,238,accept_order,25/08/22 02:02
364,238,deliver_order,25/08/22 02:25
233,239,accept_order,25/08/22 02:02
233,239,deliver_order,25/08/22 02:17
26,240,accept_order,25/08/22 02:06
26,240,deliver_order,25/08/22 02:27
141,241,accept_order,25/08/22 02:12
141,241,deliver_order,25/08/22 02:30
179,242,accept_order,25/08/22 02:14
179,242,deliver_order,25/08/22 02:30
361,243,accept_order,25/08/22 02:15
361,243,deliver_order,25/08/22 02:40
211,244,accept_order,25/08/22 02:15
211,244,deliver_order,25/08/22 02:35
306,245,accept_order,25/08/22 02:21
306,245,deliver_order,25/08/22 02:39
175,246,accept_order,25/08/22 02:25
175,246,deliver_order,25/08/22 02:45
337,247,accept_order,25/08/22 02:29
337,247,deliver_order,25/08/22 02:49
47,248,accept_order,25/08/22 02:31
47,248,deliver_order,25/08/22 02:52
57,249,accept_order,25/08/22 02:32
57,249,deliver_order,25/08/22 02:47
292,250,accept_order,25/08/22 02:38
292,250,deliver_order,25/08/22 02:55
126,251,accept_order,25/08/22 02:38
126,251,deliver_order,25/08/22 02:55
3,252,accept_order,25/08/22 02:40
3,252,deliver_order,25/08/22 02:55
263,253,accept_order,25/08/22 02:40
263,253,deliver_order,25/08/22 02:59
69,254,accept_order,25/08/22 02:42
69,254,deliver_order,25/08/22 03:00
253,255,accept_order,25/08/22 02:43
253,255,deliver_order,25/08/22 03:02
90,256,accept_order,25/08/22 02:46
90,256,deliver_order,25/08/22 03:06
383,257,accept_order,25/08/22 02:47
383,257,deliver_order,25/08/22 03:09
365,258,accept_order,25/08/22 02:50
365,258,deliver_order,25/08/22 03:09
355,259,accept_order,25/08/22 02:50
355,259,deliver_order,25/08/22 03:12
23,260,accept_order,25/08/22 02:51
23,260,deliver_order,25/08/22 03:10
67,261,accept_order,25/08/22 02:51
67,261,deliver_order,25/08/22 03:08
368,262,accept_order,25/08/22 02:54
368,262,deliver_order,25/08/22 03:16
378,263,accept_order,25/08/22 02:54
378,263,deliver_order,25/08/22 03:18
285,264,accept_order,25/08/22 02:55
285,264,deliver_order,25/08/22 03:19
179,265,accept_order,25/08/22 02:56
179,265,deliver_order,25/08/22 03:16
252,266,accept_order,25/08/22 02:57
252,266,deliver_order,25/08/22 03:19
223,267,accept_order,25/08/22 03:00
223,267,deliver_order,25/08/22 03:22
267,268,accept_order,25/08/22 03:02
267,268,deliver_order,25/08/22 03:23
245,269,accept_order,25/08/22 03:07
245,269,deliver_order,25/08/22 03:24
214,270,accept_order,25/08/22 03:11
214,270,deliver_order,25/08/22 03:32
120,271,accept_order,25/08/22 03:14
120,271,deliver_order,25/08/22 03:36
329,272,accept_order,25/08/22 03:16
329,272,deliver_order,25/08/22 03:33
196,273,accept_order,25/08/22 03:17
196,273,deliver_order,25/08/22 03:40
247,274,accept_order,25/08/22 03:23
247,274,deliver_order,25/08/22 03:40
221,275,accept_order,25/08/22 03:26
221,275,deliver_order,25/08/22 03:43
35,276,accept_order,25/08/22 03:32
35,276,deliver_order,25/08/22 03:59
263,277,accept_order,25/08/22 03:34
263,277,deliver_order,25/08/22 03:54
164,278,accept_order,25/08/22 03:37
164,278,deliver_order,25/08/22 03:58
291,279,accept_order,25/08/22 03:39
291,279,deliver_order,25/08/22 03:55
153,280,accept_order,25/08/22 03:40
153,280,deliver_order,25/08/22 03:56
11,281,accept_order,25/08/22 03:44
11,281,deliver_order,25/08/22 04:09
322,282,accept_order,25/08/22 03:46
322,282,deliver_order,25/08/22 04:07
284,283,accept_order,25/08/22 03:48
284,283,deliver_order,25/08/22 04:00
299,284,accept_order,25/08/22 03:48
299,284,deliver_order,25/08/22 04:10
277,285,accept_order,25/08/22 03:50
277,285,deliver_order,25/08/22 04:08
28,286,accept_order,25/08/22 03:53
28,286,deliver_order,25/08/22 04:14
213,287,accept_order,25/08/22 03:54
213,287,deliver_order,25/08/22 04:10
144,288,accept_order,25/08/22 03:58
144,288,deliver_order,25/08/22 04:19
18,289,accept_order,25/08/22 04:04
18,289,deliver_order,25/08/22 04:26
254,290,accept_order,25/08/22 04:06
254,290,deliver_order,25/08/22 04:26
42,291,accept_order,25/08/22 04:08
42,291,deliver_order,25/08/22 04:30
236,292,accept_order,25/08/22 04:10
236,292,deliver_order,25/08/22 04:33
309,293,accept_order,25/08/22 04:11
309,293,deliver_order,25/08/22 04:30
193,294,accept_order,25/08/22 04:12
193,294,deliver_order,25/08/22 04:32
327,295,accept_order,25/08/22 04:22
327,295,deliver_order,25/08/22 04:44
130,296,accept_order,25/08/22 04:22
130,296,deliver_order,25/08/22 04:37
341,297,accept_order,25/08/22 04:26
341,297,deliver_order,25/08/22 04:42
79,298,accept_order,25/08/22 04:32
118,299,accept_order,25/08/22 04:34
118,299,deliver_order,25/08/22 04:51
289,300,accept_order,25/08/22 04:36
289,300,deliver_order,25/08/22 05:00
183,301,accept_order,25/08/22 04:37
183,301,deliver_order,25/08/22 04:57
318,302,accept_order,25/08/22 04:37
318,302,deliver_order,25/08/22 05:00
111,303,accept_order,25/08/22 04:50
111,303,deliver_order,25/08/22 05:12
167,304,accept_order,25/08/22 04:51
167,304,deliver_order,25/08/22 05:11
66,305,accept_order,25/08/22 04:51
66,305,deliver_order,25/08/22 05:10
58,306,accept_order,25/08/22 04:53
58,306,deliver_order,25/08/22 05:12
326,307,accept_order,25/08/22 04:53
326,307,deliver_order,25/08/22 05:16
238,308,accept_order,25/08/22 04:57
238,308,deliver_order,25/08/22 05:15
305,309,accept_order,25/08/22 05:00
305,309,deliver_order,25/08/22 05:20
370,310,accept_order,25/08/22 05:01
119,311,accept_order,25/08/22 05:02
119,311,deliver_order,25/08/22 05:22
216,312,accept_order,25/08/22 05:10
216,312,deliver_order,25/08/22 05:28
342,313,accept_order,25/08/22 05:14
342,313,deliver_order,25/08/22 05:31
131,314,accept_order,25/08/22 05:14
131,314,deliver_order,25/08/22 05:37
213,315,accept_order,25/08/22 05:21
213,315,deliver_order,25/08/22 05:37
22,316,accept_order,25/08/22 05:23
22,316,deliver_order,25/08/22 05:44
247,317,accept_order,25/08/22 05:24
247,317,deliver_order,25/08/22 05:49
35,318,accept_order,25/08/22 05:24
35,318,deliver_order,25/08/22 05:47
31,319,accept_order,25/08/22 05:29
31,319,deliver_order,25/08/22 05:50
215,320,accept_order,25/08/22 05:29
215,320,deliver_order,25/08/22 05:52
323,321,accept_order,25/08/22 05:35
323,321,deliver_order,25/08/22 05:54
299,322,accept_order,25/08/22 05:37
299,322,deliver_order,25/08/22 05:56
314,323,accept_order,25/08/22 05:38
314,323,deliver_order,25/08/22 05:55
16,324,accept_order,25/08/22 05:40
16,324,deliver_order,25/08/22 06:00
100,325,accept_order,25/08/22 05:40
100,325,deliver_order,25/08/22 06:03
331,326,accept_order,25/08/22 05:42
157,327,accept_order,25/08/22 05:43
157,327,deliver_order,25/08/22 06:02
383,328,accept_order,25/08/22 05:48
383,328,deliver_order,25/08/22 06:07
71,329,accept_order,25/08/22 05:49
71,329,deliver_order,25/08/22 06:05
35,330,accept_order,25/08/22 05:52
35,330,deliver_order,25/08/22 06:09
133,331,accept_order,25/08/22 05:52
133,331,deliver_order,25/08/22 06:15
285,332,accept_order,25/08/22 05:55
285,332,deliver_order,25/08/22 06:16
6,333,accept_order,25/08/22 05:56
6,333,deliver_order,25/08/22 06:17
213,334,accept_order,25/08/22 06:00
213,334,deliver_order,25/08/22 06:19
155,335,accept_order,25/08/22 06:05
155,335,deliver_order,25/08/22 06:26
314,336,accept_order,25/08/22 06:07
236,337,accept_order,25/08/22 06:07
236,337,deliver_order,25/08/22 06:23
159,338,accept_order,25/08/22 06:07
11,339,accept_order,25/08/22 06:14
11,339,deliver_order,25/08/22 06:34
250,340,accept_order,25/08/22 06:20
250,340,deliver_order,25/08/22 06:37
62,341,accept_order,25/08/22 06:20
62,341,deliver_order,25/08/22 06:43
274,342,accept_order,25/08/22 06:22
274,342,deliver_order,25/08/22 06:43
102,343,accept_order,25/08/22 06:24
102,343,deliver_order,25/08/22 06:46
284,344,accept_order,25/08/22 06:25
284,344,deliver_order,25/08/22 06:47
197,345,accept_order,25/08/22 06:26
197,345,deliver_order,25/08/22 06:49
2,346,accept_order,25/08/22 06:26
2,346,deliver_order,25/08/22 06:49
103,347,accept_order,25/08/22 06:27
103,347,deliver_order,25/08/22 06:50
142,348,accept_order,25/08/22 06:29
142,348,deliver_order,25/08/22 06:49
358,349,accept_order,25/08/22 06:30
358,349,deliver_order,25/08/22 06:50
179,350,accept_order,25/08/22 06:35
179,350,deliver_order,25/08/22 07:01
256,351,accept_order,25/08/22 06:38
256,351,deliver_order,25/08/22 06:54
143,352,accept_order,25/08/22 06:42
143,352,deliver_order,25/08/22 07:03
327,353,accept_order,25/08/22 06:49
327,353,deliver_order,25/08/22 07:06
127,354,accept_order,25/08/22 06:57
127,354,deliver_order,25/08/22 07:22
365,355,accept_order,25/08/22 06:59
365,355,deliver_order,25/08/22 07:19
189,356,accept_order,25/08/22 06:59
189,356,deliver_order,25/08/22 07:17
361,357,accept_order,25/08/22 07:05
361,357,deliver_order,25/08/22 07:26
346,358,accept_order,25/08/22 07:06
346,358,deliver_order,25/08/22 07:24
105,359,accept_order,25/08/22 07:08
105,359,deliver_order,25/08/22 07:28
375,360,accept_order,25/08/22 07:11
375,360,deliver_order,25/08/22 07:29
230,361,accept_order,25/08/22 07:12
230,361,deliver_order,25/08/22 07:33
340,362,accept_order,25/08/22 07:14
340,362,deliver_order,25/08/22 07:34
103,363,accept_order,25/08/22 07:15
103,363,deliver_order,25/08/22 07:33
118,364,accept_order,25/08/22 07:16
118,364,deliver_order,25/08/22 07:39
68,365,accept_order,25/08/22 07:16
68,365,deliver_order,25/08/22 07:36
119,366,accept_order,25/08/22 07:17
119,366,deliver_order,25/08/22 07:38
213,367,accept_order,25/08/22 07:17
